accession,lineage,scorpio_name
EPI_ISL_16240286,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16239537,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13293096,BA.2.36,Omicron (BA.2-like)
EPI_ISL_8845889,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16211270,BA.2,Omicron (BA.2-like)
EPI_ISL_15497568,BA.2,Omicron (BA.2-like)
EPI_ISL_12351575,BA.2,Omicron (BA.2-like)
EPI_ISL_15287598,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_13293009,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197370,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232758,BA.2,Omicron (BA.2-like)
EPI_ISL_16240540,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233586,BA.2,Omicron (BA.2-like)
EPI_ISL_16197426,BA.2,Omicron (BA.2-like)
EPI_ISL_16197986,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12130731,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13300979,BA.2.5,Omicron (BA.2-like)
EPI_ISL_15287578,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14728053,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16233406,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16198027,BA.2,Omicron (BA.2-like)
EPI_ISL_16194834,B.1.617.2,Delta (B.1.617.2-like)
EPI_ISL_13293034,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16177930,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16239409,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211853,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16438792,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15497897,BA.2,Omicron (BA.2-like)
EPI_ISL_15498179,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232870,BA.2,Omicron (BA.2-like)
EPI_ISL_14728061,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729240,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16197381,BA.2,Omicron (BA.2-like)
EPI_ISL_16211412,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729294,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497927,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16212090,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16197826,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300915,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233510,BA.2,Omicron (BA.2-like)
EPI_ISL_16212012,BA.2,Omicron (BA.2-like)
EPI_ISL_16196906,BA.2,Omicron (BA.2-like)
EPI_ISL_12829086,BA.2,Omicron (BA.2-like)
EPI_ISL_12726935,BA.2,Omicron (BA.2-like)
EPI_ISL_12351593,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211019,BA.2,Omicron (BA.2-like)
EPI_ISL_12351931,BA.2,Omicron (BA.2-like)
EPI_ISL_12351911,BA.2,Omicron (BA.2-like)
EPI_ISL_16211840,BA.2,Omicron (BA.2-like)
EPI_ISL_16211799,BA.2,Omicron (BA.2-like)
EPI_ISL_14729347,BA.2,Omicron (BA.2-like)
EPI_ISL_13489846,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_16239528,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729158,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438440,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_9909499,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13716779,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196154,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233408,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211144,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498489,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196901,BA.1.18,Omicron (BA.1-like)
EPI_ISL_16239495,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_12789831,BA.2,Omicron (BA.2-like)
EPI_ISL_16438716,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498650,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729293,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292716,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15497938,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351995,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211160,BA.2,Omicron (BA.2-like)
EPI_ISL_13292724,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15030345,BA.2,Omicron (BA.2-like)
EPI_ISL_13292936,BA.2,Omicron (BA.2-like)
EPI_ISL_14729222,BA.2,Omicron (BA.2-like)
EPI_ISL_16197703,BA.2,Omicron (BA.2-like)
EPI_ISL_15497517,BA.2.5,Omicron (BA.2-like)
EPI_ISL_12351567,BA.2,Omicron (BA.2-like)
EPI_ISL_16197586,BA.2,Omicron (BA.2-like)
EPI_ISL_15076249,BA.2,Omicron (BA.2-like)
EPI_ISL_16438476,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240560,BA.2,Omicron (BA.2-like)
EPI_ISL_10856736,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12325125,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12687980,BA.2.3,Omicron (BA.2-like)
EPI_ISL_9703902,BA.1.17,Omicron (BA.1-like)
EPI_ISL_14729237,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15497027,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16197597,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13301021,BA.2,Omicron (BA.2-like)
EPI_ISL_12398590,BA.2,Omicron (BA.2-like)
EPI_ISL_12351775,BA.2,Omicron (BA.2-like)
EPI_ISL_16240620,BA.2,Omicron (BA.2-like)
EPI_ISL_14729450,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13476946,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15497007,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16211575,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14727818,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211780,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14729344,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16196893,BA.2,Omicron (BA.2-like)
EPI_ISL_15156949,BA.5.1,Omicron (BA.5-like)
EPI_ISL_11781675,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14729426,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16232912,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240325,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497947,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_9703908,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_13293035,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_16239429,BA.2,Omicron (BA.2-like)
EPI_ISL_10856806,AY.36,Delta (B.1.617.2-like)
EPI_ISL_12288000,BA.2,Omicron (BA.2-like)
EPI_ISL_13292568,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232983,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211904,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13292967,AY.43,Delta (B.1.617.2-like)
EPI_ISL_10856825,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16197401,BA.2,Omicron (BA.2-like)
EPI_ISL_16195653,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16438579,BA.4,Omicron (BA.4-like)
EPI_ISL_17833009,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497033,BA.1.18,Omicron (BA.1-like)
EPI_ISL_16233055,BA.2,Omicron (BA.2-like)
EPI_ISL_10856835,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16240623,BA.2,Omicron (BA.2-like)
EPI_ISL_16233059,BA.2,Omicron (BA.2-like)
EPI_ISL_13209289,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498306,BA.2.9,Omicron (BA.2-like)
EPI_ISL_8894159,AY.4,Delta (AY.4-like)
EPI_ISL_16239782,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211717,BA.2,Omicron (BA.2-like)
EPI_ISL_16197817,BA.2,Omicron (BA.2-like)
EPI_ISL_15214019,BA.1.17,Omicron (BA.1-like)
EPI_ISL_15156833,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16233093,BA.2,Omicron (BA.2-like)
EPI_ISL_13300959,BA.2,Omicron (BA.2-like)
EPI_ISL_13292833,BA.2,Omicron (BA.2-like)
EPI_ISL_16211073,BA.2,Omicron (BA.2-like)
EPI_ISL_16233305,BA.2,Omicron (BA.2-like)
EPI_ISL_16211272,BA.2,Omicron (BA.2-like)
EPI_ISL_9084769,AY.4,Delta (AY.4-like)
EPI_ISL_15498454,BA.2,Omicron (BA.2-like)
EPI_ISL_16197806,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_13292870,BA.2,Omicron (BA.2-like)
EPI_ISL_10856818,BA.2,Omicron (BA.2-like)
EPI_ISL_15498687,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16233250,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16196924,BA.2,Omicron (BA.2-like)
EPI_ISL_16438970,BA.2,Omicron (BA.2-like)
EPI_ISL_16180932,BA.1.17,Omicron (Unassigned)
EPI_ISL_15498035,BA.2,Omicron (BA.2-like)
EPI_ISL_15497808,BA.2,Omicron (BA.2-like)
EPI_ISL_14729429,BA.2,Omicron (BA.2-like)
EPI_ISL_13105911,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_14729169,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16177534,AY.4,Delta (AY.4-like)
EPI_ISL_15498663,BA.2,Omicron (BA.2-like)
EPI_ISL_16198118,BA.2,Omicron (Unassigned)
EPI_ISL_16197537,BA.2,Omicron (BA.2-like)
EPI_ISL_16239755,BA.2,Omicron (BA.2-like)
EPI_ISL_16197825,BA.2,Omicron (BA.2-like)
EPI_ISL_16197505,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16233528,BA.2,Omicron (BA.2-like)
EPI_ISL_13476945,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196031,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16197320,BA.1,Omicron (BA.1-like)
EPI_ISL_16239498,BA.2,Omicron (BA.2-like)
EPI_ISL_15497516,BA.2,Omicron (BA.2-like)
EPI_ISL_12829098,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14051312,BA.2,Omicron (BA.2-like)
EPI_ISL_15498491,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13293059,BA.2,Omicron (BA.2-like)
EPI_ISL_8893997,AY.43,Delta (B.1.617.2-like)
EPI_ISL_15498693,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13328882,BA.2,Omicron (BA.2-like)
EPI_ISL_14729098,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16195987,BA.2,Omicron (BA.2-like)
EPI_ISL_16471246,BA.2.3,Omicron (BA.2-like)
EPI_ISL_8553247,AY.98,Delta (B.1.617.2-like)
EPI_ISL_14727640,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197392,BA.2,Omicron (BA.2-like)
EPI_ISL_16438410,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196804,BA.2,Omicron (BA.2-like)
EPI_ISL_16196854,BA.2,Omicron (BA.2-like)
EPI_ISL_14728067,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_14729106,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_14727684,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16211119,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16197814,BA.2,Omicron (BA.2-like)
EPI_ISL_16197226,BA.2,Omicron (BA.2-like)
EPI_ISL_16195728,BA.2,Omicron (BA.2-like)
EPI_ISL_15498538,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239483,BA.2,Omicron (BA.2-like)
EPI_ISL_13301011,AY.124,Delta (B.1.617.2-like)
EPI_ISL_16177486,AY.124,Delta (B.1.617.2-like)
EPI_ISL_16211862,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233176,BA.2,Omicron (BA.2-like)
EPI_ISL_15339583,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_16233144,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16211425,BA.2,Omicron (BA.2-like)
EPI_ISL_16233367,BA.2,Omicron (BA.2-like)
EPI_ISL_13105915,BA.2,Omicron (BA.2-like)
EPI_ISL_13489834,BE.1,Omicron (BA.5-like)
EPI_ISL_12351699,BA.2,Omicron (BA.2-like)
EPI_ISL_16233089,BA.2,Omicron (BA.2-like)
EPI_ISL_16197361,BA.2,Omicron (BA.2-like)
EPI_ISL_15498046,BA.2,Omicron (BA.2-like)
EPI_ISL_16233104,BA.2,Omicron (BA.2-like)
EPI_ISL_16211238,BA.2,Omicron (BA.2-like)
EPI_ISL_14728013,BE.1.1,Omicron (BA.5-like)
EPI_ISL_14727741,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438633,BA.5.1,Omicron (BA.5-like)
EPI_ISL_9909401,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16198107,BA.2,Omicron (BA.2-like)
EPI_ISL_14727715,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438404,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16239770,BA.4,Omicron (BA.4-like)
EPI_ISL_10856854,AY.122,Delta (B.1.617.2-like)
EPI_ISL_10934691,AY.122,Delta (B.1.617.2-like)
EPI_ISL_9620267,AY.4,Delta (AY.4-like)
EPI_ISL_15498245,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14727585,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12897150,BA.2,Omicron (BA.2-like)
EPI_ISL_16240517,BA.2,Omicron (BA.2-like)
EPI_ISL_16197615,BA.2,Omicron (BA.2-like)
EPI_ISL_16197251,BA.2,Omicron (BA.2-like)
EPI_ISL_16195663,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16198067,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14476532,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16211899,BA.2,Omicron (BA.2-like)
EPI_ISL_14727539,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729439,BA.2,Omicron (BA.2-like)
EPI_ISL_16211820,BA.2,Omicron (BA.2-like)
EPI_ISL_13638550,BA.2,Omicron (BA.2-like)
EPI_ISL_16197112,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16194848,BA.1.1.1,Omicron (Unassigned)
EPI_ISL_13292812,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15497811,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13312286,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196858,BA.2,Omicron (BA.2-like)
EPI_ISL_15497505,BE.1.1,Omicron (BA.5-like)
EPI_ISL_13716766,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197082,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211830,BA.2,Omicron (BA.2-like)
EPI_ISL_16233482,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16195396,BA.2,Omicron (BA.2-like)
EPI_ISL_15287566,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16194593,AY.98,Delta (B.1.617.2-like)
EPI_ISL_16239583,BA.2,Omicron (BA.2-like)
EPI_ISL_16211894,BA.2,Omicron (BA.2-like)
EPI_ISL_15156825,BA.2,Omicron (BA.2-like)
EPI_ISL_16211129,BA.2,Omicron (BA.2-like)
EPI_ISL_16239610,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233394,BA.2,Omicron (BA.2-like)
EPI_ISL_13300889,BA.2.18,Omicron (BA.2-like)
EPI_ISL_15497385,BA.2,Omicron (BA.2-like)
EPI_ISL_15497116,BA.2,Omicron (BA.2-like)
EPI_ISL_13292609,BA.2,Omicron (BA.2-like)
EPI_ISL_14729028,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211267,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292851,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16197876,BA.2,Omicron (BA.2-like)
EPI_ISL_16438737,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_8790588,AY.127,Delta (B.1.617.2-like)
EPI_ISL_13293075,BA.2,Omicron (BA.2-like)
EPI_ISL_11142060,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240331,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16232808,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14728944,BA.5.2,Omicron (BA.5-like)
EPI_ISL_16211489,BA.2,Omicron (BA.2-like)
EPI_ISL_13293085,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498380,BA.2.44,Omicron (BA.2-like)
EPI_ISL_16977756,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15214011,BA.2.8,Omicron (BA.2-like)
EPI_ISL_13293123,BA.2.8,Omicron (BA.2-like)
EPI_ISL_16211282,BA.2,Omicron (BA.2-like)
EPI_ISL_13292880,BA.2,Omicron (BA.2-like)
EPI_ISL_12351832,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16178102,BA.1.1.1,Probable Omicron (Unassigned)
EPI_ISL_9499484,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9612970,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_16211728,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498721,BA.2,Omicron (BA.2-like)
EPI_ISL_14729489,BA.2,Omicron (BA.2-like)
EPI_ISL_12351771,BA.2,Omicron (BA.2-like)
EPI_ISL_14727728,BF.1,Omicron (BA.5-like)
EPI_ISL_16438624,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16195639,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13300980,BA.2,Omicron (BA.2-like)
EPI_ISL_16197994,AY.133,Delta (B.1.617.2-like)
EPI_ISL_16195937,AY.133,Delta (B.1.617.2-like)
EPI_ISL_12351637,BA.2,Omicron (BA.2-like)
EPI_ISL_16232856,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12854326,BA.2,Omicron (BA.2-like)
EPI_ISL_15498044,BA.2,Omicron (BA.2-like)
EPI_ISL_14729419,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16977601,BA.2,Omicron (BA.2-like)
EPI_ISL_16196232,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13002245,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729254,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240589,BA.2.54,Omicron (BA.2-like)
EPI_ISL_13201161,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197658,BA.2,Omicron (Unassigned)
EPI_ISL_16438519,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_10856842,AY.42,Delta (B.1.617.2-like)
EPI_ISL_16233107,BA.2.25,Omicron (BA.2-like)
EPI_ISL_16438358,BA.2.25,Omicron (BA.2-like)
EPI_ISL_16233056,BA.2.25,Omicron (BA.2-like)
EPI_ISL_13538691,BA.2,Omicron (BA.2-like)
EPI_ISL_12351605,BA.2,Omicron (BA.2-like)
EPI_ISL_16240575,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15498312,BA.2,Omicron (BA.2-like)
EPI_ISL_16197474,BA.2,Omicron (BA.2-like)
EPI_ISL_15498422,BA.2,Omicron (BA.2-like)
EPI_ISL_16232757,BA.2,Omicron (BA.2-like)
EPI_ISL_13292907,BA.2,Omicron (BA.2-like)
EPI_ISL_14727458,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211362,BA.2,Omicron (BA.2-like)
EPI_ISL_11142068,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16239525,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497827,BA.2,Omicron (BA.2-like)
EPI_ISL_15497919,BA.2,Omicron (BA.2-like)
EPI_ISL_15498218,BA.2,Omicron (BA.2-like)
EPI_ISL_13300967,BA.2,Omicron (BA.2-like)
EPI_ISL_15498653,BE.1,Omicron (BA.5-like)
EPI_ISL_13292756,BA.2,Omicron (BA.2-like)
EPI_ISL_13292917,BA.2.9,Omicron (BA.2-like)
EPI_ISL_11788147,BA.1.1,Omicron (BA.1-like)
EPI_ISL_9909501,BA.2,Omicron (BA.2-like)
EPI_ISL_16233474,BA.2,Omicron (BA.2-like)
EPI_ISL_12995228,AY.122,Delta (B.1.617.2-like)
EPI_ISL_8553491,AY.122,Delta (B.1.617.2-like)
EPI_ISL_12351651,BA.2,Omicron (BA.2-like)
EPI_ISL_16197674,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196771,BA.1.18,Omicron (BA.1-like)
EPI_ISL_13292672,BA.2,Omicron (BA.2-like)
EPI_ISL_12351760,BA.2.3,Omicron (BA.2-like)
EPI_ISL_10856738,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16232841,BA.2,Omicron (BA.2-like)
EPI_ISL_14728949,BA.2,Omicron (BA.2-like)
EPI_ISL_9071514,AY.4,Delta (AY.4-like)
EPI_ISL_16233208,BA.4,Omicron (BA.4-like)
EPI_ISL_14729281,BA.2,Omicron (BA.2-like)
EPI_ISL_16195390,BA.2,Omicron (BA.2-like)
EPI_ISL_16211032,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10856790,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16232906,BA.1.18,Omicron (BA.1-like)
EPI_ISL_11160316,BA.1.18,Omicron (BA.1-like)
EPI_ISL_15156967,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_16177993,AY.34.1,Delta (B.1.617.2-like)
EPI_ISL_13293127,BA.2,Omicron (BA.2-like)
EPI_ISL_16195206,BA.2,Omicron (BA.2-like)
EPI_ISL_15497718,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16471251,BA.2.3,Omicron (BA.2-like)
EPI_ISL_10347274,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_13292938,BA.1.1,Omicron (Unassigned)
EPI_ISL_15496973,BA.1.1,Omicron (Unassigned)
EPI_ISL_13538732,BA.2,Omicron (BA.2-like)
EPI_ISL_15497844,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_14727593,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_15030412,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_16211320,BA.2,Omicron (BA.2-like)
EPI_ISL_15498535,BA.2,Omicron (BA.2-like)
EPI_ISL_16211463,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13489829,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_14729111,BA.5.1,Omicron (BA.5-like)
EPI_ISL_8790412,BA.2,Omicron (BA.2-like)
EPI_ISL_16211033,BA.2,Omicron (BA.2-like)
EPI_ISL_16239470,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16233203,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16195572,BA.1.17,Omicron (BA.1-like)
EPI_ISL_15498142,BA.2,Omicron (BA.2-like)
EPI_ISL_12854202,BA.2,Omicron (BA.2-like)
EPI_ISL_14729194,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12611514,BA.2,Omicron (BA.2-like)
EPI_ISL_16232919,BA.2,Omicron (BA.2-like)
EPI_ISL_12771756,BA.2,Omicron (BA.2-like)
EPI_ISL_16196077,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16195694,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16197027,BA.2,Omicron (BA.2-like)
EPI_ISL_14729055,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_12351867,BA.2,Omicron (BA.2-like)
EPI_ISL_12351657,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16180995,BA.1.17,Omicron (Unassigned)
EPI_ISL_12351851,BA.2,Omicron (BA.2-like)
EPI_ISL_16197977,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16180962,BA.1.1,Omicron (BA.1-like)
EPI_ISL_12351603,BA.2,Omicron (BA.2-like)
EPI_ISL_16197944,BA.2,Omicron (BA.2-like)
EPI_ISL_13292994,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10856769,BA.1.17,Omicron (BA.1-like)
EPI_ISL_9134846,AY.122,Delta (B.1.617.2-like)
EPI_ISL_16197878,BA.2,Omicron (BA.2-like)
EPI_ISL_12351524,BA.2,Omicron (BA.2-like)
EPI_ISL_16239517,BA.2,Omicron (BA.2-like)
EPI_ISL_16211802,BA.2,Omicron (BA.2-like)
EPI_ISL_16240419,BA.2,Omicron (BA.2-like)
EPI_ISL_12351854,BA.2,Omicron (BA.2-like)
EPI_ISL_16212010,BA.2,Omicron (BA.2-like)
EPI_ISL_14727631,BA.5.1.3,Omicron (BA.5-like)
EPI_ISL_15497392,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14727526,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_13405878,BA.2.5,Omicron (BA.2-like)
EPI_ISL_15030400,BA.2.21,Omicron (BA.2-like)
EPI_ISL_14729447,BA.2.21,Omicron (BA.2-like)
EPI_ISL_16240262,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16197522,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13300933,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16177622,AY.125,Delta (B.1.617.2-like)
EPI_ISL_16211067,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16196076,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_13293083,BA.2,Omicron (BA.2-like)
EPI_ISL_16212008,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351583,BA.2,Omicron (BA.2-like)
EPI_ISL_9093983,AY.124,Delta (B.1.617.2-like)
EPI_ISL_13829446,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_15287620,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16239775,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_15498182,BA.2,Omicron (BA.2-like)
EPI_ISL_13002246,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12351498,BA.1.17,Omicron (BA.1-like)
EPI_ISL_14729210,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16197532,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16233371,BA.2,Omicron (BA.2-like)
EPI_ISL_15497813,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729256,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292696,BA.2,Omicron (BA.2-like)
EPI_ISL_16211053,BA.2,Omicron (BA.2-like)
EPI_ISL_11600806,BA.2,Omicron (BA.2-like)
EPI_ISL_15498593,BA.2.54,Omicron (BA.2-like)
EPI_ISL_13374957,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16212050,BA.2,Omicron (BA.2-like)
EPI_ISL_16197749,BA.2,Omicron (BA.2-like)
EPI_ISL_15498131,BA.2,Omicron (BA.2-like)
EPI_ISL_13292676,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211920,BA.2,Omicron (BA.2-like)
EPI_ISL_16195601,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16233590,BA.2,Omicron (BA.2-like)
EPI_ISL_16977474,BA.2,Omicron (BA.2-like)
EPI_ISL_16211751,BA.2,Omicron (BA.2-like)
EPI_ISL_16211591,BA.2,Omicron (BA.2-like)
EPI_ISL_13829465,BA.2,Omicron (BA.2-like)
EPI_ISL_10856850,AY.112,Delta (B.1.617.2-like)
EPI_ISL_16211358,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16196877,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15156787,BA.2.3,Omicron (BA.2-like)
