accession,lineage
EPI_ISL_12254703,BA.5.2.9
EPI_ISL_13842751,BA.5.2.9
EPI_ISL_13884202,BA.2
EPI_ISL_9994248,BA.2
EPI_ISL_11841752,BA.2
EPI_ISL_13069779,BA.2
EPI_ISL_9796093,AY.43
EPI_ISL_13713972,BA.2
EPI_ISL_13271361,BA.2
EPI_ISL_13086359,BA.2
EPI_ISL_11564559,BA.1.1.1
EPI_ISL_8873960,AY.46.6
EPI_ISL_9797175,AY.46.6
EPI_ISL_12279383,BA.2.3
EPI_ISL_12452154,BA.2
EPI_ISL_11273537,BA.2
EPI_ISL_12005962,BA.2
EPI_ISL_10071867,BA.2
EPI_ISL_12441762,BA.2
EPI_ISL_12065029,BA.2
EPI_ISL_12533138,BA.2
EPI_ISL_13085311,BA.2.9.3
EPI_ISL_12322466,BA.2
EPI_ISL_8787264,AY.122
EPI_ISL_12208563,AY.122
EPI_ISL_11994641,AY.122
EPI_ISL_9425742,AY.4
EPI_ISL_11579853,BA.2
EPI_ISL_12587115,BA.2
EPI_ISL_11563369,BA.1.1
EPI_ISL_13617520,BA.2.58
EPI_ISL_12441791,BA.2
EPI_ISL_12785827,BA.2
EPI_ISL_13714483,BA.2
EPI_ISL_13842725,BA.4.1
EPI_ISL_9002748,AY.98.1
EPI_ISL_12582574,BA.2
EPI_ISL_12617293,BA.2.9.3
EPI_ISL_9425116,AY.43
EPI_ISL_12617231,AY.4.2
EPI_ISL_9612466,AY.4.2
EPI_ISL_11560276,BA.1.17.2
EPI_ISL_11223472,BA.1.17.2
EPI_ISL_8790779,AY.123
EPI_ISL_11580262,B.1.1.529
EPI_ISL_13514122,BA.2
EPI_ISL_11560246,BA.2
EPI_ISL_13713794,BA.2
EPI_ISL_13089126,BA.2
EPI_ISL_12587142,BA.2.18
EPI_ISL_13514506,BA.2.18
EPI_ISL_11995584,BA.2
EPI_ISL_13085342,BA.2
EPI_ISL_10098171,AY.43
EPI_ISL_11814064,BA.2
EPI_ISL_12177013,BA.2
EPI_ISL_9858110,AY.43
EPI_ISL_13444709,BA.2
EPI_ISL_12254207,AY.122
EPI_ISL_17397531,BA.2
EPI_ISL_13271123,BA.2
EPI_ISL_9783630,BA.2
EPI_ISL_12709693,BA.2
EPI_ISL_12152854,BA.2
EPI_ISL_13084836,BA.1.1.1
EPI_ISL_11563445,BA.1.1.1
EPI_ISL_10945127,AY.98.1
EPI_ISL_10007015,BA.2
EPI_ISL_11814292,BA.2
EPI_ISL_12996034,BA.2
EPI_ISL_12454959,XD
EPI_ISL_13296660,BA.2.49
EPI_ISL_13714468,BA.5.2
EPI_ISL_11951735,BA.2
EPI_ISL_13262917,BA.2
EPI_ISL_11871078,BA.2
EPI_ISL_12441775,BA.2
EPI_ISL_13713863,BA.2.9
EPI_ISL_13958911,BA.2.18
EPI_ISL_13842768,BA.5.1
EPI_ISL_10312290,BA.1.1.1
EPI_ISL_12219232,AY.4
EPI_ISL_11994279,BA.2
EPI_ISL_11840870,BA.2
EPI_ISL_11995605,BA.2
EPI_ISL_12065015,BA.2
EPI_ISL_11919011,BA.2
EPI_ISL_13085750,BA.2
EPI_ISL_13085506,BA.2.9.3
EPI_ISL_12617307,BA.2
EPI_ISL_13068706,BA.2
EPI_ISL_13740126,BA.2.38
EPI_ISL_12709636,BA.2
EPI_ISL_13085948,BA.2
EPI_ISL_12156224,BA.2.9.3
EPI_ISL_13136946,BA.2.9.3
EPI_ISL_12709377,BA.2
EPI_ISL_12718035,BA.2
EPI_ISL_13085244,BA.2
EPI_ISL_12322423,BA.2
EPI_ISL_11919242,BA.2
EPI_ISL_11567831,BA.2
EPI_ISL_11579959,BA.2
EPI_ISL_12709353,BA.2
EPI_ISL_12029555,BA.1.15
EPI_ISL_12223784,AY.4
EPI_ISL_9316344,AY.4
EPI_ISL_11565999,BA.2
EPI_ISL_11566730,BA.2
EPI_ISL_13713692,BA.2
EPI_ISL_12322443,BA.2
EPI_ISL_11840873,BA.2
EPI_ISL_12065024,BA.2
EPI_ISL_10134340,BA.2
EPI_ISL_12812128,BA.2
EPI_ISL_12442299,BA.2.6
EPI_ISL_13514957,BA.2.12.1
EPI_ISL_13085952,BA.2
EPI_ISL_10358415,BA.2
EPI_ISL_9602923,BA.1.18
EPI_ISL_12005281,BA.2
EPI_ISL_9257726,BA.1.1.1
EPI_ISL_10312308,BA.1.1.1
EPI_ISL_12617182,BA.2
EPI_ISL_13085288,BA.2
EPI_ISL_14021595,BA.2.9
EPI_ISL_13616639,BA.2
EPI_ISL_12709283,BA.2
EPI_ISL_13085558,BA.2
EPI_ISL_10134337,BA.1.1.1
EPI_ISL_11579816,BA.1.1.1
EPI_ISL_9599115,AY.43
EPI_ISL_12279317,BA.2
EPI_ISL_11580059,AY.43
EPI_ISL_13514243,BA.2.18
EPI_ISL_13444580,BA.2.9.3
EPI_ISL_11564539,BA.1.1.1
EPI_ISL_13086167,BA.2.9
EPI_ISL_12421958,BA.2
EPI_ISL_9463366,AY.43
EPI_ISL_12156055,BA.2
EPI_ISL_12252493,BA.2
EPI_ISL_9319332,AY.43
EPI_ISL_11502874,B.1.617.2
EPI_ISL_9229990,AY.125
EPI_ISL_13756538,BA.5.1
EPI_ISL_11245947,AY.43
EPI_ISL_10312940,AY.43
EPI_ISL_13085706,BA.2
EPI_ISL_9245678,B.1.617.2
EPI_ISL_11579860,BA.2
EPI_ISL_13085252,BA.1.1.1
EPI_ISL_10004749,BA.1.1.1
EPI_ISL_9257744,BA.2
EPI_ISL_12029525,BA.2.9
EPI_ISL_12562078,BA.2.9
EPI_ISL_10004753,BA.1.1
EPI_ISL_10719309,AY.43
EPI_ISL_13086451,BA.2
EPI_ISL_10312284,BA.1.1.1
EPI_ISL_12587176,BA.2
EPI_ISL_13085248,BA.2
EPI_ISL_9855318,AY.4.2
EPI_ISL_12579826,BA.2
EPI_ISL_9258633,AY.4
EPI_ISL_9317323,AY.5
EPI_ISL_10314505,BA.2
EPI_ISL_12452160,BA.2.9
EPI_ISL_13376146,BA.2.38
EPI_ISL_9321592,BA.2
EPI_ISL_13085260,BA.2
EPI_ISL_9368563,B.1.617.2
EPI_ISL_12641892,BA.2
EPI_ISL_10352321,BA.1.1
EPI_ISL_9155844,AY.43
EPI_ISL_11560262,BA.2
EPI_ISL_12254196,AY.4.2.4
EPI_ISL_10943732,BA.2
EPI_ISL_9015978,AY.43
EPI_ISL_13514189,BA.2
EPI_ISL_10314483,BA.1.17
EPI_ISL_13955528,BA.2
EPI_ISL_12322440,BA.2
EPI_ISL_10007016,BA.2
EPI_ISL_8811163,AY.43
EPI_ISL_9597266,AY.98.1
EPI_ISL_9916201,BA.1.1.15
EPI_ISL_9416039,BA.2.53
EPI_ISL_12892405,BA.2.53
EPI_ISL_12995640,BA.2
EPI_ISL_14242977,BA.2.32
EPI_ISL_9357327,B.1.617.2
EPI_ISL_13085198,BA.2
EPI_ISL_11372127,AY.127
EPI_ISL_13253519,BA.5.1
EPI_ISL_13086025,BA.2
EPI_ISL_11079737,BA.2
EPI_ISL_12442301,BA.2
EPI_ISL_13714014,BA.2.12.1
EPI_ISL_13376013,BA.2.12.1
EPI_ISL_9428297,AY.122.6
EPI_ISL_12254337,AY.20
EPI_ISL_12812121,BA.2
EPI_ISL_11994637,BA.2
EPI_ISL_11994257,BA.2
EPI_ISL_13271363,BA.2.12.1
EPI_ISL_13262903,BA.2
EPI_ISL_12587156,BA.2
EPI_ISL_13959052,BA.2
EPI_ISL_11995587,BA.2
EPI_ISL_11351307,AY.98.1
EPI_ISL_13177621,AY.43
EPI_ISL_9319518,AY.43
EPI_ISL_8931730,AY.46.6
EPI_ISL_8671708,AY.43
EPI_ISL_11093725,BA.1.1.1
EPI_ISL_11994255,BA.2
EPI_ISL_13137051,BA.2.40.1
EPI_ISL_10071296,AY.43
EPI_ISL_13883841,BA.2.10
EPI_ISL_10134354,BA.2.10
EPI_ISL_13444601,BA.2
EPI_ISL_13084864,BA.2
EPI_ISL_13086279,BA.2.49
EPI_ISL_10776995,B.1.617.2
EPI_ISL_11487877,BA.2
EPI_ISL_13084854,BA.2
EPI_ISL_12717763,BA.2.6
EPI_ISL_12641809,BA.2.9
EPI_ISL_11328233,BA.2
EPI_ISL_11918992,BA.2
EPI_ISL_14021597,BA.2
EPI_ISL_10124671,AY.4
EPI_ISL_10312289,BA.1.1
EPI_ISL_13515085,BA.2.18
EPI_ISL_9178366,B.1.640.2
EPI_ISL_15268418,BA.2
EPI_ISL_11840910,BA.2
EPI_ISL_11840872,BA.2
EPI_ISL_11449716,BA.1.1.1
EPI_ISL_13363044,BA.2
EPI_ISL_13085759,BA.2
EPI_ISL_11278964,BA.2.6
EPI_ISL_12029497,BA.2
EPI_ISL_9319245,AY.43
EPI_ISL_14030785,BA.2
EPI_ISL_9518218,AY.4
EPI_ISL_11372099,AY.122
EPI_ISL_11995586,BA.2
EPI_ISL_9426367,AY.43
EPI_ISL_12152844,BA.2.9
EPI_ISL_9002742,AY.4
EPI_ISL_11371063,BA.2.12.1
EPI_ISL_13713892,BA.2.12.1
EPI_ISL_12442323,BA.2
EPI_ISL_13085583,BA.2
EPI_ISL_12398177,BA.2.11
EPI_ISL_9791249,AY.43
EPI_ISL_14320891,BA.2.38
EPI_ISL_12005975,BA.2.9.1
EPI_ISL_13387317,BA.2.9.1
EPI_ISL_11995594,BA.2
EPI_ISL_9602927,BA.1.14
EPI_ISL_12709279,BA.2
EPI_ISL_12029548,BA.2
EPI_ISL_9879535,BA.2.6
EPI_ISL_13085226,BA.2.6
EPI_ISL_13616921,BA.2.9.3
EPI_ISL_13085424,BA.2.9.3
EPI_ISL_11564552,BA.1.1
EPI_ISL_11564610,BA.1.1
EPI_ISL_9612484,BA.1.1
EPI_ISL_9257734,BA.1.1.1
EPI_ISL_11563520,BA.1.18
EPI_ISL_13086110,BA.2.49
EPI_ISL_12257317,BA.2
EPI_ISL_11563486,BA.2
EPI_ISL_13271274,BA.2.36
EPI_ISL_12465402,BA.2
EPI_ISL_11567837,BA.2
EPI_ISL_11326798,BA.2
EPI_ISL_9518227,AY.98.1
EPI_ISL_13514441,BA.2.18
EPI_ISL_9879533,BA.2.36
EPI_ISL_13958896,BA.2.36
EPI_ISL_9704060,BA.1
EPI_ISL_8787256,BA.2
EPI_ISL_12641763,BA.2
EPI_ISL_12029541,BA.2
EPI_ISL_13085353,BA.5.1
EPI_ISL_13842723,BA.5.1
EPI_ISL_9470067,BA.1.18
EPI_ISL_13262893,BA.1.18
EPI_ISL_12714510,BA.2
EPI_ISL_11814232,BA.2
EPI_ISL_9602939,BA.1.17
EPI_ISL_11563438,BA.2
EPI_ISL_13085122,BA.2
EPI_ISL_12005954,BA.2
EPI_ISL_13713871,BA.2
EPI_ISL_12753556,BA.2
EPI_ISL_13085539,BA.2
EPI_ISL_13842781,BA.5.1
EPI_ISL_9257725,BA.1.1.1
EPI_ISL_13578633,BA.1
EPI_ISL_13188796,BA.1
EPI_ISL_11579834,BA.1
EPI_ISL_9257741,BA.1
EPI_ISL_9087423,AY.4.2
EPI_ISL_9002741,AY.43
EPI_ISL_10314497,BA.2
EPI_ISL_11614291,BA.2
EPI_ISL_11563397,BA.2.9.3
EPI_ISL_13842757,BA.2.9.3
EPI_ISL_13084954,BA.2.9.3
EPI_ISL_9670218,AY.122
EPI_ISL_12587188,BA.2
EPI_ISL_12421736,BA.2
EPI_ISL_13283395,AY.4
EPI_ISL_9245677,AY.4
EPI_ISL_11583098,AY.98.1
EPI_ISL_8804811,B.1.617.2
EPI_ISL_9388349,B.1.617.2
EPI_ISL_12995584,BA.5.2.9
EPI_ISL_13616681,BA.5.2.9
EPI_ISL_12812130,BA.2
EPI_ISL_11563488,BA.2
EPI_ISL_12322404,BA.2
EPI_ISL_8847169,AY.121
EPI_ISL_11372092,AY.121
EPI_ISL_11841739,BA.2
EPI_ISL_11449734,BA.1.18
EPI_ISL_13084819,BA.2.3
EPI_ISL_11580260,B.1.1.529
EPI_ISL_11372196,BA.2
EPI_ISL_13714076,BA.2
EPI_ISL_13842759,BF.39
EPI_ISL_10134345,BA.1.1
EPI_ISL_12812132,BA.2
EPI_ISL_9257727,BA.1.1
EPI_ISL_11564533,BA.1.1.1
EPI_ISL_12995582,BA.2
EPI_ISL_12421818,BA.2
EPI_ISL_11273552,BA.2.3
EPI_ISL_10898581,BA.2
EPI_ISL_12152792,BA.1.18
EPI_ISL_9388292,BA.1.18
EPI_ISL_13084833,BA.2
EPI_ISL_13714526,BA.4.1
EPI_ISL_12995619,BA.2
EPI_ISL_12579839,BA.2
EPI_ISL_13537665,BA.4.1
EPI_ISL_13189363,B.1.617.2
EPI_ISL_13516954,BA.2
EPI_ISL_12836170,BA.2
EPI_ISL_13514172,BA.2
EPI_ISL_10034459,BA.2
EPI_ISL_13655282,BA.2
EPI_ISL_13085592,BA.2
EPI_ISL_11273544,BA.2
EPI_ISL_12753553,BA.2
EPI_ISL_12441750,BA.2
EPI_ISL_13086331,BA.2
EPI_ISL_9015967,AY.122
EPI_ISL_10757422,BA.1.18
EPI_ISL_13515029,BA.2
EPI_ISL_13085163,AY.127
EPI_ISL_11824780,AY.127
EPI_ISL_13375995,BA.2.12.1
EPI_ISL_12442280,BA.2
EPI_ISL_13084924,BA.2
EPI_ISL_9258624,AY.43
EPI_ISL_11563334,BA.2
EPI_ISL_12322473,BA.2
EPI_ISL_13616650,BA.1.1
EPI_ISL_11564530,BA.1.1
EPI_ISL_14030788,BA.2.18
EPI_ISL_13444603,BA.2
EPI_ISL_13446954,BA.2.9.3
EPI_ISL_10124668,BA.2
EPI_ISL_11560284,BA.2
EPI_ISL_13068722,BA.2
EPI_ISL_11377565,AY.43
EPI_ISL_9612288,AY.98.1
EPI_ISL_9388344,BA.1.17
EPI_ISL_9002737,AY.39
EPI_ISL_13854032,BA.2.23
EPI_ISL_13514157,BA.2
EPI_ISL_13262894,BA.2
EPI_ISL_13525135,BA.2.12.1
EPI_ISL_11560294,BA.2
EPI_ISL_9669056,AY.46.6
EPI_ISL_12441758,BA.2
EPI_ISL_12996043,BA.2
EPI_ISL_15141504,BA.2.18
EPI_ISL_12421934,BA.2.49
EPI_ISL_13085200,BA.2
EPI_ISL_12996101,BA.2.3
EPI_ISL_13842727,BA.5.2.3
EPI_ISL_13136986,BA.2.9
EPI_ISL_11995585,BA.2
EPI_ISL_11919243,BA.2
EPI_ISL_9704068,BA.1.1
EPI_ISL_10021310,BA.1.1
EPI_ISL_13516966,BA.2
EPI_ISL_11328236,BA.2
EPI_ISL_11563507,BA.1.1.1
EPI_ISL_11279008,BA.2
EPI_ISL_11563512,BA.2
EPI_ISL_9319537,AY.98.1
EPI_ISL_10312935,BA.5.1.22
EPI_ISL_13959112,BA.2
EPI_ISL_10888297,BA.2
EPI_ISL_12083195,BA.2
EPI_ISL_12995638,BA.2.18
EPI_ISL_13085468,BA.2
EPI_ISL_12322457,BA.2
EPI_ISL_9317852,AY.4.2.3
EPI_ISL_12279394,BA.2
EPI_ISL_12251226,BA.2
EPI_ISL_15818377,BA.2
EPI_ISL_10004759,BA.2
EPI_ISL_11563442,BA.1.1.1
EPI_ISL_13616959,BA.2
EPI_ISL_10007020,BA.2
EPI_ISL_13444687,BA.2.36
EPI_ISL_12995489,BA.2
EPI_ISL_13514539,BA.2
EPI_ISL_11567840,BA.2
EPI_ISL_9470044,BA.1
EPI_ISL_12995442,BA.2
EPI_ISL_12995621,BA.2
EPI_ISL_13740209,BA.2.18
EPI_ISL_13444619,BA.2
EPI_ISL_12709697,BA.2
EPI_ISL_11867949,BA.2
EPI_ISL_11994282,BA.2
EPI_ISL_9257722,BA.1.1
EPI_ISL_11564696,BA.2
EPI_ISL_12014205,BA.2
EPI_ISL_13714489,BA.5.2.1
EPI_ISL_13084900,BA.2
EPI_ISL_13578649,BA.2.56
EPI_ISL_12280307,BA.2
EPI_ISL_12029542,BA.2
EPI_ISL_10312309,BA.1.1
EPI_ISL_12717902,BA.2
EPI_ISL_13085227,BA.2
EPI_ISL_10352359,AY.43
EPI_ISL_9470049,BA.2.9
EPI_ISL_12029529,BA.2.9
EPI_ISL_10314501,BA.1
EPI_ISL_13253492,BA.5.1
EPI_ISL_12709392,BA.2
EPI_ISL_13010932,BA.2
EPI_ISL_13262873,BA.5
EPI_ISL_12208148,AY.122
EPI_ISL_12285235,BA.2
EPI_ISL_13514726,BA.2
EPI_ISL_10099375,AY.43
EPI_ISL_9750813,BA.2
EPI_ISL_9878367,AY.123
EPI_ISL_13086210,BA.2
EPI_ISL_12270601,BA.2.3
EPI_ISL_9426103,AY.4
EPI_ISL_12184597,BA.2.5
EPI_ISL_12587131,BA.2
EPI_ISL_10073610,BA.2
EPI_ISL_12709633,BA.2
EPI_ISL_12279313,BA.2
EPI_ISL_12280073,BA.2
EPI_ISL_11814234,BA.2
EPI_ISL_11079839,AY.4
EPI_ISL_9319517,AY.43
EPI_ISL_11579808,BA.2.6
EPI_ISL_12441787,BA.2.6
EPI_ISL_11995595,BA.2
EPI_ISL_9627379,BA.2
EPI_ISL_12322470,BA.2.9
EPI_ISL_9879543,BA.1.1
EPI_ISL_12005974,BA.2
EPI_ISL_12474787,BA.2
EPI_ISL_13719192,BA.2.12.1
EPI_ISL_13085207,BA.2.8
EPI_ISL_13177602,BA.2.8
EPI_ISL_11994249,BA.2
EPI_ISL_9602921,BA.1.1.1
EPI_ISL_13130667,BA.2
EPI_ISL_13376205,BA.2
EPI_ISL_10352362,BA.2
EPI_ISL_12442271,BA.2
EPI_ISL_12836156,BA.2.9
EPI_ISL_9603057,AY.113
EPI_ISL_13842788,BA.5.2.1
EPI_ISL_11995603,BA.2
EPI_ISL_12279356,BA.2
EPI_ISL_11278954,BA.1.1.1
EPI_ISL_11567869,BA.2
EPI_ISL_11567876,BA.2
EPI_ISL_9317067,BA.2.11
EPI_ISL_11794340,BA.2.11
EPI_ISL_10099922,B.1.617.2
EPI_ISL_12157803,BA.2
EPI_ISL_11244826,B.1.617.2
EPI_ISL_13177620,BA.2
EPI_ISL_11840871,BA.2
EPI_ISL_12029530,BA.2
EPI_ISL_12995630,BA.2
EPI_ISL_11273519,BA.2
EPI_ISL_10071295,AY.43
EPI_ISL_9156099,B.1.617.2
EPI_ISL_8931795,B.1.617.2
EPI_ISL_13130704,BA.2.18
EPI_ISL_12257352,AY.125
EPI_ISL_13085363,BA.2
EPI_ISL_13084977,BA.2
EPI_ISL_14320820,AY.5.4
EPI_ISL_11883301,AY.5.4
EPI_ISL_13580190,XZ
EPI_ISL_13085352,BA.2
EPI_ISL_11372209,BA.2
EPI_ISL_13086112,BA.2
EPI_ISL_13321510,BA.2
EPI_ISL_9612363,AY.122.6
EPI_ISL_12717893,BA.2.9.3
EPI_ISL_14320876,BA.2.9.3
EPI_ISL_9388312,AY.4
EPI_ISL_13515027,BA.2
EPI_ISL_12442266,BA.2
EPI_ISL_13713457,BA.2.18
EPI_ISL_11372190,AY.122
EPI_ISL_13086323,BA.2.10.1
EPI_ISL_13085102,BA.2
EPI_ISL_11273526,BA.2
EPI_ISL_12641788,BA.2.9.3
EPI_ISL_11579864,BA.1
EPI_ISL_10314482,BA.1.18
EPI_ISL_11328421,BA.2
EPI_ISL_13085498,BA.2.9
EPI_ISL_9602570,AY.125
EPI_ISL_11563538,BA.2
EPI_ISL_13085178,BA.2
EPI_ISL_13516974,BA.2
EPI_ISL_11814349,AY.43.8
EPI_ISL_12709683,BA.2
EPI_ISL_13136960,BA.2
EPI_ISL_9604897,BA.1.1
EPI_ISL_13514104,BA.2
EPI_ISL_9016169,BA.1.1.1
EPI_ISL_11563537,BA.1.1.1
EPI_ISL_12322471,BA.2
EPI_ISL_13525024,BA.2
EPI_ISL_11563532,BA.2
EPI_ISL_9319468,AY.4
EPI_ISL_12155527,BA.2
EPI_ISL_11580462,BA.2
EPI_ISL_13085341,BA.2
EPI_ISL_11487882,BA.2.9
EPI_ISL_9791375,AY.43
EPI_ISL_12179603,BA.2
EPI_ISL_12709220,BA.2
EPI_ISL_13086408,BA.2
EPI_ISL_9322270,B.1.617.2
EPI_ISL_9388338,AY.4
EPI_ISL_15269080,AY.122
EPI_ISL_9322295,AY.122
EPI_ISL_14320998,BA.2.23
EPI_ISL_10071275,AY.43
EPI_ISL_12152840,BA.2.37
EPI_ISL_13714145,BA.2.12.1
EPI_ISL_11579925,BA.1.18
EPI_ISL_11579832,BA.1
EPI_ISL_13271142,BA.2
EPI_ISL_11563341,BA.2
EPI_ISL_11567839,BA.2
EPI_ISL_9791323,BA.2
EPI_ISL_13085994,BA.2
EPI_ISL_10004757,BA.1.1
EPI_ISL_9600068,AY.122
EPI_ISL_9429110,B.1.617.2
EPI_ISL_13616660,BA.2.40.1
EPI_ISL_11563482,BA.2
EPI_ISL_13086264,BA.2
EPI_ISL_12441804,BA.2
EPI_ISL_9258622,AY.126
EPI_ISL_13842728,BA.5.2.20
EPI_ISL_11814308,BA.2
EPI_ISL_13614177,BA.2
EPI_ISL_13617103,BA.2
EPI_ISL_12587128,BA.2
EPI_ISL_13515077,BA.2
EPI_ISL_11037030,BA.1.18
EPI_ISL_11994272,BA.2
EPI_ISL_9791244,AY.4
EPI_ISL_9879440,BA.1.1
EPI_ISL_12641878,BA.2
EPI_ISL_12709384,B.1.617.2
EPI_ISL_10202019,B.1.617.2
EPI_ISL_12285275,BA.2.35
EPI_ISL_9425919,AY.122
EPI_ISL_13262871,BA.2
EPI_ISL_13253698,BA.2.11
EPI_ISL_9428328,B.1.617.2
EPI_ISL_12398115,BA.2
EPI_ISL_11814287,BA.2
EPI_ISL_13267384,AY.122
EPI_ISL_10069183,AY.122
EPI_ISL_14619018,AY.9.2
EPI_ISL_12065025,BA.2.9
EPI_ISL_13271289,BA.2
EPI_ISL_10099950,AY.43
EPI_ISL_11580271,B.1.1.529
EPI_ISL_12322403,BA.2
EPI_ISL_13085756,BA.1.15
EPI_ISL_9879538,BA.1.15
EPI_ISL_9229988,AY.43
EPI_ISL_11995591,BA.2
EPI_ISL_11023704,BA.2
EPI_ISL_14075198,BA.2
EPI_ISL_12996068,BA.2
EPI_ISL_11372172,BA.1.1.1
EPI_ISL_13136972,AY.43
EPI_ISL_9791254,AY.43
EPI_ISL_10134351,BA.2
EPI_ISL_12065009,BA.2
EPI_ISL_13177558,BA.2.9.3
EPI_ISL_11564587,BA.2
EPI_ISL_11563370,BA.1.1.1
EPI_ISL_12412768,BA.2
EPI_ISL_12442296,BA.2
EPI_ISL_13084930,BA.2
EPI_ISL_11870862,B.1.640
EPI_ISL_12156060,BA.2
EPI_ISL_12248890,BA.2
EPI_ISL_13130657,BA.2
EPI_ISL_13514535,BA.2.12.1
EPI_ISL_13990314,BA.2
EPI_ISL_8869099,AY.98.1
EPI_ISL_11814210,BA.2
EPI_ISL_12322419,BA.2
EPI_ISL_9463389,AY.127
EPI_ISL_13137034,BA.2
EPI_ISL_9612265,AY.43
EPI_ISL_13578663,BA.2.6
EPI_ISL_8929429,BA.2
EPI_ISL_13084889,BA.2
EPI_ISL_11580450,B.1.617.2
EPI_ISL_10073563,BA.2
EPI_ISL_13086247,BA.2
EPI_ISL_12254946,AY.125
EPI_ISL_13086230,BA.2.9
EPI_ISL_11223752,BA.1.18
EPI_ISL_10211604,BA.2
EPI_ISL_13616957,BA.2
EPI_ISL_10134338,BA.1.1.1
EPI_ISL_13525026,BA.2.9
EPI_ISL_12709386,BA.2.9
EPI_ISL_13514765,BA.2
EPI_ISL_13714501,BA.4.1
EPI_ISL_11867691,BA.2
EPI_ISL_12442312,BA.2
EPI_ISL_13514562,BA.2.9.3
EPI_ISL_12709371,BA.2
EPI_ISL_13177572,BA.2
EPI_ISL_13617741,BA.2.56
EPI_ISL_9087346,AY.122.6
EPI_ISL_13296649,BA.2
EPI_ISL_9156058,AY.98.1
EPI_ISL_12029505,BA.2
EPI_ISL_12421789,AY.43
EPI_ISL_12257335,AY.43
EPI_ISL_12155538,BA.2
EPI_ISL_8804820,AY.122
EPI_ISL_9426441,AY.92
EPI_ISL_9704078,BA.1.1.1
EPI_ISL_13616832,BA.2
EPI_ISL_9320817,BA.2.9
EPI_ISL_12641754,BA.2.9
EPI_ISL_9602509,AY.98.1
EPI_ISL_10776974,AY.43
EPI_ISL_13084884,BA.2
EPI_ISL_10888266,BA.2
EPI_ISL_9879497,B.1.617.2
EPI_ISL_13085490,BA.2
EPI_ISL_12580010,BA.2
EPI_ISL_13086296,BA.2
EPI_ISL_13084898,BA.2
EPI_ISL_13084963,BA.2.9
EPI_ISL_12617323,BA.2
EPI_ISL_12285248,BA.2
EPI_ISL_12322463,BA.2
EPI_ISL_11498016,BA.2.9
EPI_ISL_10134349,BA.1.18
EPI_ISL_13514110,BA.2
EPI_ISL_13086320,BA.2
EPI_ISL_11998120,BA.2
EPI_ISL_11994270,AY.43
EPI_ISL_10186786,AY.43
EPI_ISL_13271377,BA.2.12
EPI_ISL_8929448,AY.98.1
EPI_ISL_9704064,BA.1.18
EPI_ISL_12398229,B.1.617.2
EPI_ISL_8804805,B.1.617.2
EPI_ISL_12789108,BA.2
EPI_ISL_9425239,BA.2
EPI_ISL_12751856,BA.2
EPI_ISL_12215435,AY.43
EPI_ISL_11273539,BA.2
EPI_ISL_10901626,AY.111
EPI_ISL_9862393,AY.111
EPI_ISL_12285277,BA.2
EPI_ISL_12322458,BA.2
EPI_ISL_8847187,BA.2
EPI_ISL_12064996,BA.2
EPI_ISL_11580282,B.1.1.529
EPI_ISL_12452153,BA.2
EPI_ISL_13086029,BA.2
EPI_ISL_9016054,BA.2.9.3
EPI_ISL_13959062,BA.2.9.3
EPI_ISL_9570629,AY.4.2.3
EPI_ISL_10366101,BA.2
EPI_ISL_13515040,BA.2
EPI_ISL_12029568,BA.2
EPI_ISL_13616643,BA.2.6
EPI_ISL_13515049,BA.2.9.3
EPI_ISL_10312831,BA.2
EPI_ISL_11840887,BA.2
EPI_ISL_13617081,BA.2.58
EPI_ISL_12996087,BA.2
EPI_ISL_13177591,BA.2
EPI_ISL_9388326,AY.4
EPI_ISL_12995941,BA.2.9
EPI_ISL_14242099,BA.2.9.3
EPI_ISL_13084968,AY.43
EPI_ISL_9604733,AY.43
EPI_ISL_13514749,BA.2.9
EPI_ISL_12709699,BA.2
EPI_ISL_13085104,BA.2
EPI_ISL_13085725,BA.2
EPI_ISL_10352351,AY.127
EPI_ISL_12471808,BA.1
EPI_ISL_9470060,BA.1
EPI_ISL_13271130,BA.2.9
EPI_ISL_11998219,BA.2
EPI_ISL_9322265,AY.43
EPI_ISL_12248955,BA.2
EPI_ISL_13085492,BA.2
EPI_ISL_12412785,BA.2
EPI_ISL_13010299,BA.2
EPI_ISL_11995575,BA.2
EPI_ISL_11814240,BA.2
EPI_ISL_11583096,AY.126
EPI_ISL_12580005,BA.2
EPI_ISL_12709523,BA.2
EPI_ISL_9429111,BA.2
EPI_ISL_12477156,BA.2
EPI_ISL_12249432,BA.2
EPI_ISL_13085135,BA.2
EPI_ISL_11278981,BA.2
EPI_ISL_11995577,BA.2
EPI_ISL_13300449,BA.2
EPI_ISL_13267343,BA.2
EPI_ISL_13086327,BA.2
EPI_ISL_12617201,BA.2
EPI_ISL_12412617,BA.2
EPI_ISL_12412774,BA.2
EPI_ISL_13068673,BA.2
EPI_ISL_12398235,BA.2.3
EPI_ISL_13085205,AY.4.9
EPI_ISL_8787228,AY.4.9
EPI_ISL_13085019,BA.2.3
EPI_ISL_11564536,BA.2.3
EPI_ISL_9855425,AY.43
EPI_ISL_13085580,AY.43
EPI_ISL_12374959,AY.43
EPI_ISL_12152799,BA.2
EPI_ISL_12029517,BA.2
EPI_ISL_12279391,BA.2.3
EPI_ISL_13086196,BA.2
EPI_ISL_11424782,B.1.617.2
